ID,Career Path,Field,Specialization,Required Skills
CP0382,Finance - Quantitative Analyst,Finance,Quantitative Analyst,"Tax Planning, Budgeting, Mergers & Acquisitions, Series 7, Loan Underwriting, IPOs, Estate Planning, VBA, Series 63, Bloomberg Terminal, Financial Modeling, Capital Markets, Risk Assessment, Forecasting, Wealth Management, Python for Finance, Insurance Planning"
CP0383,Healthcare - Dentist,Healthcare,Dentist,"Oncology, Healthcare IT, Medication Administration, Wound Care, Electronic Health Records, Epidemiology, Medical Billing, Patient Education, Healthcare Management, Emergency Medicine, Diagnostic Testing, Medical Diagnosis, Care Planning, CPT Codes, Medical Coding, Laboratory Procedures, Geriatrics, Therapy, Anatomy, Pathology"
CP0384,Finance - Investment Banker,Finance,Investment Banker,"Equity Research, STATA, Bloomberg Terminal, Algorithmic Trading, R Programming, Derivatives, Regulatory Compliance, Capital Markets, Financial Statements, GAAP, Budgeting, Accounting, Retirement Planning, Due Diligence, Financial Modeling"
CP0385,Marketing - Social Media Manager,Marketing,Social Media Manager,"Growth Hacking, Market Research, Content Creation, Brand Management, Marketing Automation, Marketing ROI, Conversion Rate Optimization, Buffer, Adobe Creative Suite, Mobile Marketing, Social Media Strategy, Mailchimp, WordPress, Influencer Marketing, Blogging, Marketing Strategy, Email Marketing, Media Relations"
CP0386,Healthcare - Veterinarian,Healthcare,Veterinarian,"HIPAA, Wound Care, Anatomy, Healthcare IT, Medical Terminology, Cardiology, Pharmacology, Medical Research, Laboratory Procedures, Therapy, Surgical Procedures, Healthcare Management, Medical Billing"
CP0387,Healthcare - Mental Health Counselor,Healthcare,Mental Health Counselor,"Patient Education, Patient Care, Medical Billing, Cardiology, Wellness, Epidemiology, Medical Diagnosis, HIPAA, Electronic Health Records, Pharmacology, Healthcare IT, Care Planning, Pediatrics, Surgical Procedures, Healthcare Management, CPT Codes, Geriatrics, Patient Assessment, Therapy"
CP0388,Marketing - Market Research Analyst,Marketing,Market Research Analyst,"Growth Hacking, Affiliate Marketing, Content Creation, Marketing Analytics, Market Research, Social Media Marketing, HubSpot, Facebook Ads, Hootsuite, Conversion Rate Optimization, Customer Segmentation, SEO, WordPress, Google Analytics, Campaign Management, Content Marketing, Mobile Marketing, Copywriting, Media Relations"
CP0389,Healthcare - Nutritionist,Healthcare,Nutritionist,"Mental Health, Cardiology, Patient Education, Patient Assessment, Rehabilitation, CPT Codes, Vital Signs, Epidemiology, Nutrition, Medical Billing, Healthcare IT, Geriatrics, Wound Care, Electronic Health Records, Clinical Experience, Medical Coding, Medical Terminology, Health Policy"
CP0390,Marketing - Social Media Manager,Marketing,Social Media Manager,"Marketing ROI, Google Ads, Adobe Creative Suite, Buffer, Marketing Automation, Email Marketing, Public Relations, SEM, Lead Generation, Brand Management, Social Media Strategy, Hootsuite, Canva, Social Media Marketing, Market Research, Customer Retention"
CP0391,Marketing - Campaign Manager,Marketing,Campaign Manager,"Google Ads, Influencer Marketing, Google Analytics, Press Releases, Blogging, Marketing ROI, Event Marketing, Buffer, SEO, User Acquisition"
CP0392,Finance - Investment Banker,Finance,Investment Banker,"Regulatory Compliance, Estate Planning, Portfolio Management, Derivatives, Quantitative Analysis, Wealth Management, Python for Finance, Excel, Bloomberg Terminal, FINRA, Investment Management, Budgeting, Risk Assessment, Series 7, Tax Planning, Algorithmic Trading, Financial Statements, Loan Underwriting, STATA"
CP0393,Healthcare - Dentist,Healthcare,Dentist,"Therapy, Health Policy, Electronic Health Records, Healthcare Management, Orthopedics, Treatment Planning, Nutrition, Diagnostic Testing, Medical Records, Wound Care, Medication Administration, Public Health, Medical Billing, Clinical Experience, Laboratory Procedures, Geriatrics, Patient Education"
CP0394,Finance - Quantitative Analyst,Finance,Quantitative Analyst,"Insurance Planning, IFRS, Private Equity, Fixed Income, Derivatives, Financial Modeling, Due Diligence, R Programming, GAAP, Series 63, Accounting, Financial Statements, IPOs, Financial Analysis, Wealth Management, Portfolio Management, Hedge Funds, Budgeting, STATA, Bloomberg Terminal"
CP0395,Computer Science - DevOps Engineer,Computer Science,DevOps Engineer,"TensorFlow, Node.js, Vue.js, CI/CD, JavaScript, Game Development, Docker, Responsive Design, Git, iOS, Python, AR/VR, Scrum, Azure"
CP0396,Finance - Risk Manager,Finance,Risk Manager,"Due Diligence, Series 63, VBA, Valuation, Quantitative Analysis, Fixed Income, Series 7, CFA, SAS, Risk Assessment, Financial Analysis, FINRA, Tax Planning, Financial Statements, Credit Analysis, Accounting, STATA, Forecasting, Equity Research"
CP0397,Finance - Auditor,Finance,Auditor,"Valuation, Financial Statements, Hedge Funds, Tax Planning, Excel, Bloomberg Terminal, IPOs, Fixed Income, GAAP, CFA, Budgeting, Loan Underwriting, Equity Research, Credit Analysis, Algorithmic Trading, Series 63, Risk Assessment"
CP0398,Finance - Investment Banker,Finance,Investment Banker,"Risk Assessment, Bloomberg Terminal, Valuation, SAS, Estate Planning, Investment Management, GAAP, Excel, Series 7, Capital Markets, Quantitative Analysis, Credit Analysis, IPOs, Private Equity"
CP0399,Marketing - Digital Marketing Specialist,Marketing,Digital Marketing Specialist,"Illustrator, User Acquisition, SEO, Product Positioning, Google Ads, Competitive Analysis, Marketo, Photoshop, Social Media Marketing, Marketing Strategy, Content Strategy, Marketing Analytics"
CP0400,Finance - Hedge Fund Analyst,Finance,Hedge Fund Analyst,"STATA, Financial Statements, Accounting, Budgeting, Mergers & Acquisitions, Capital Markets, Financial Analysis, Hedge Funds, Due Diligence, Financial Modeling, Private Equity, Valuation, Investment Management, Loan Underwriting, Forecasting, Equity Research, Fixed Income, Wealth Management"
CP0401,Healthcare - Pharmacist,Healthcare,Pharmacist,"Physiology, Radiology, Medical Diagnosis, Vital Signs, Patient Education, Neurology, Patient Assessment, Nutrition, Anatomy, Sterilization, Medical Billing, Healthcare IT, Medical Research, Emergency Medicine, Medication Administration, Health Policy"
CP0402,Marketing - Product Marketing Manager,Marketing,Product Marketing Manager,"Digital Marketing, Email Marketing, Content Marketing, Growth Hacking, SEO, Canva, Event Marketing, Marketo, Buffer, Social Media Strategy, Social Media Marketing, Marketing Strategy, Hootsuite, Content Strategy, Facebook Ads, Product Positioning"
CP0403,Healthcare - Medical Researcher,Healthcare,Medical Researcher,"Surgical Procedures, HIPAA, Sterilization, Pediatrics, Clinical Experience, Geriatrics, Patient Care, Nutrition, Medication Administration, Vital Signs, Patient Education"
CP0404,Computer Science - DevOps Engineer,Computer Science,DevOps Engineer,"C++, Express.js, Test-Driven Development, HTML, Responsive Design, Angular, Machine Learning, Hadoop, JavaScript, Deep Learning, Computer Vision, NoSQL, Flask, Penetration Testing, Data Analysis, GraphQL, Django, Git, SQL"
CP0405,Computer Science - Cybersecurity Analyst,Computer Science,Cybersecurity Analyst,"Cybersecurity, DevOps, Figma, Windows Server, Machine Learning, Unity, TensorFlow, HTML, GraphQL, Node.js, Java, Responsive Design, CI/CD, Natural Language Processing, Vue.js"
CP0406,Marketing - Public Relations Manager,Marketing,Public Relations Manager,"HubSpot, Lead Generation, Product Positioning, Competitive Analysis, Mailchimp, Hootsuite, Illustrator, Copywriting, Media Relations, Social Media Marketing, Social Media Strategy, Email Marketing, Growth Hacking, Digital Marketing, CRM, Google Analytics, Mobile Marketing, Customer Segmentation"
CP0407,Finance - Trader,Finance,Trader,"GAAP, FINRA, STATA, Bloomberg Terminal, Portfolio Management, CFA, Risk Assessment, Insurance Planning, Private Equity, VBA, Estate Planning, Financial Analysis, Valuation, Tax Planning"
CP0408,Marketing - Marketing Analyst,Marketing,Marketing Analyst,"Competitive Analysis, Facebook Ads, Influencer Marketing, CRM, Customer Retention, Photoshop, Social Media Marketing, SEM, Email Marketing, SEO, Product Positioning, Marketo, Media Relations, Public Relations, Marketing ROI, Copywriting"
CP0409,Computer Science - Software Engineer,Computer Science,Software Engineer,"Spark, Data Visualization, CSS, Cloud Computing, Python, Security, Big Data, Scrum, GraphQL, C#, Azure, Game Development, Vue.js, JavaScript, Spring, Networking, Windows Server, Hadoop, Swift, Linux"
CP0410,Marketing - Campaign Manager,Marketing,Campaign Manager,"Media Relations, Customer Segmentation, Illustrator, Affiliate Marketing, WordPress, Customer Retention, Content Strategy, Marketing ROI, SEM, Google Analytics, Public Relations, Photoshop, Product Positioning, Email Marketing, Marketing Strategy, A/B Testing, Video Marketing, Facebook Ads, Growth Hacking"
CP0411,Healthcare - Registered Nurse,Healthcare,Registered Nurse,"CPT Codes, Surgical Procedures, Anatomy, Electronic Health Records, Public Health, Emergency Medicine, Cardiology, Clinical Trials, Healthcare IT, ICD-10, Medical Billing, Pathology"
CP0412,Healthcare - Healthcare Administrator,Healthcare,Healthcare Administrator,"Epidemiology, Nutrition, Mental Health, Therapy, Neurology, Orthopedics, Anatomy, Rehabilitation, Cardiology, Healthcare Management, Patient Education, Patient Care, Medical Diagnosis"
CP0413,Marketing - Market Research Analyst,Marketing,Market Research Analyst,"Marketing Metrics, Marketing Analytics, Social Media Marketing, Social Media Strategy, Public Relations, SEO, Event Marketing, Mailchimp, Mobile Marketing, Brand Management, Facebook Ads, Google Ads, Marketing Strategy, Marketo, Customer Retention, Buffer"
CP0414,Marketing - Brand Manager,Marketing,Brand Manager,"Google Ads, Content Creation, Conversion Rate Optimization, HubSpot, Marketo, User Acquisition, Adobe Creative Suite, Event Marketing, Illustrator, Marketing Metrics, Photoshop, Product Positioning, Market Research, Email Marketing, WordPress, Marketing ROI, Social Media Marketing, Customer Retention"
CP0415,Marketing - Campaign Manager,Marketing,Campaign Manager,"Social Media Marketing, SEM, Mobile Marketing, Customer Segmentation, Copywriting, Influencer Marketing, Buffer, Marketing Analytics, Brand Management, Email Marketing, Product Positioning, Lead Generation, Affiliate Marketing, Event Marketing, Content Strategy, User Acquisition, Adobe Creative Suite, Conversion Rate Optimization"
CP0416,Healthcare - Physician,Healthcare,Physician,"Medical Billing, Electronic Health Records, Medical Terminology, Medical Research, Geriatrics, Clinical Experience, Infection Control, Emergency Medicine, Pathology, Laboratory Procedures, Treatment Planning, Epidemiology, Medical Coding, Medical Records, Neurology, Physiology, Wound Care, Therapy"
CP0417,Computer Science - Full-Stack Developer,Computer Science,Full-Stack Developer,"Adobe XD, Cloud Computing, Git, Android, Sketch, AWS, Responsive Design, Microservices, Object-Oriented Programming, Machine Learning, Linux, Scrum, AR/VR, Data Visualization, Web Development, Security, C++, Docker"
CP0418,Computer Science - Game Developer,Computer Science,Game Developer,"Flask, Spark, Vue.js, Android, Django, GraphQL, AR/VR, JavaScript, Big Data, Kotlin, DevOps, Agile, Penetration Testing"
CP0419,Finance - Trader,Finance,Trader,"Loan Underwriting, STATA, Hedge Funds, Accounting, Series 63, CFA, Financial Statements, Tax Planning, FINRA, Equity Research, Due Diligence, Budgeting, Valuation, IFRS"
CP0420,Healthcare - Medical Researcher,Healthcare,Medical Researcher,"Medical Records, Epidemiology, Geriatrics, Healthcare IT, Medical Research, Radiology, Sterilization, Medical Terminology, Clinical Trials, Patient Education, Mental Health, Physiology, Healthcare Regulations, Medical Diagnosis, Orthopedics, Patient Care, Oncology, Therapy, HIPAA"
CP0421,Computer Science - Mobile App Developer,Computer Science,Mobile App Developer,"Azure, GraphQL, Big Data, Unreal Engine, DevOps, Spring, Python, Hadoop, UI Design, CI/CD, Game Development, Functional Programming"
CP0422,Finance - Hedge Fund Analyst,Finance,Hedge Fund Analyst,"FINRA, Credit Analysis, Retirement Planning, Hedge Funds, Financial Modeling, GAAP, VBA, Mergers & Acquisitions, STATA, Estate Planning, Bloomberg Terminal, Series 63, SAS, R Programming, Forecasting, Due Diligence, Quantitative Analysis, Derivatives"
CP0423,Computer Science - UI/UX Designer,Computer Science,UI/UX Designer,"Windows Server, React.js, Natural Language Processing, Django, Big Data, GraphQL, Azure, Unreal Engine, iOS, Express.js, Sketch"
CP0424,Healthcare - Registered Nurse,Healthcare,Registered Nurse,"CPT Codes, Emergency Medicine, Infection Control, Patient Care, Pharmacology, Medical Billing, Healthcare IT, Clinical Experience, Medical Research, Pathology, Oncology, Mental Health, Medication Administration"
CP0425,Healthcare - Pharmacist,Healthcare,Pharmacist,"HIPAA, Vital Signs, Clinical Trials, Physiology, Surgical Procedures, Healthcare Regulations, Medical Research, Healthcare Management, Radiology, Medication Administration"
CP0426,Healthcare - Pharmacist,Healthcare,Pharmacist,"Clinical Experience, Medical Coding, Nutrition, Anatomy, Clinical Trials, Medical Terminology, Cardiology, Infection Control, Wound Care, Medical Diagnosis, Emergency Medicine, Neurology, Orthopedics, Pediatrics, Health Policy, Medical Research, Epidemiology, Rehabilitation, Diagnostic Testing, Vital Signs"
CP0427,Computer Science - Mobile App Developer,Computer Science,Mobile App Developer,"Kubernetes, Node.js, Cloud Computing, Angular, Swift, Cybersecurity, Unreal Engine, Spark, Android, NoSQL, Game Development, Django, Mobile Development, Azure, Networking, Vue.js, Machine Learning"
CP0428,Healthcare - Medical Researcher,Healthcare,Medical Researcher,"Sterilization, Radiology, Therapy, Geriatrics, Public Health, Healthcare IT, Neurology, Wound Care, Rehabilitation, Oncology, Patient Education, Physiology, Mental Health, Medical Records, Cardiology, Treatment Planning, Pathology, HIPAA"
CP0429,Marketing - SEO Specialist,Marketing,SEO Specialist,"SEO, Email Marketing, Canva, User Acquisition, Marketing Analytics, Illustrator, HubSpot, Campaign Management, WordPress, Press Releases, Conversion Rate Optimization, Content Creation, A/B Testing, Content Marketing, Lead Generation, Buffer, SEM, Customer Retention, Google Ads, Social Media Strategy"
CP0430,Computer Science - Backend Developer,Computer Science,Backend Developer,"Ethical Hacking, Game Development, Deep Learning, Mobile Development, Security, Big Data, Unreal Engine, Figma, GraphQL, Agile, CSS, NoSQL, Hadoop, Linux, Spring, Azure, PyTorch, Windows Server, C++"
CP0431,Healthcare - Veterinarian,Healthcare,Veterinarian,"Electronic Health Records, Medical Terminology, Orthopedics, Diagnostic Testing, Nutrition, Cardiology, Physiology, Health Policy, Rehabilitation, Pediatrics"
CP0432,Marketing - Market Research Analyst,Marketing,Market Research Analyst,"Video Marketing, A/B Testing, Canva, HubSpot, Blogging, Growth Hacking, User Acquisition, Competitive Analysis, Marketing Metrics, Media Relations"
CP0433,Healthcare - Physician,Healthcare,Physician,"Sterilization, Medical Research, HIPAA, Patient Care, Physiology, Pathology, Epidemiology, Vital Signs, Surgical Procedures, Patient Education, Pharmacology, Geriatrics, Medical Terminology, Orthopedics, Rehabilitation"
CP0434,Marketing - Social Media Manager,Marketing,Social Media Manager,"Event Marketing, Illustrator, Social Media Marketing, Competitive Analysis, Marketing Analytics, Content Creation, Conversion Rate Optimization, Copywriting, Customer Segmentation, A/B Testing, Mailchimp, Campaign Management, Marketing Strategy"
CP0435,Marketing - Growth Hacker,Marketing,Growth Hacker,"SEO, Facebook Ads, Customer Segmentation, Customer Retention, CRM, Illustrator, Marketo, Lead Generation, Content Strategy, WordPress, Digital Marketing, Competitive Analysis, Brand Management, Campaign Management"
CP0436,Computer Science - Full-Stack Developer,Computer Science,Full-Stack Developer,"Linux, PyTorch, Kotlin, Android, UI Design, UX Design, Networking, Machine Learning, CSS, Object-Oriented Programming, Azure, Adobe XD"
CP0437,Computer Science - Mobile App Developer,Computer Science,Mobile App Developer,"Express.js, Angular, TensorFlow, DevOps, Node.js, Vue.js, System Design, Web Development, Android, Hadoop"
CP0438,Marketing - Public Relations Manager,Marketing,Public Relations Manager,"Customer Retention, A/B Testing, SEO, Digital Marketing, Mobile Marketing, Hootsuite, Facebook Ads, Press Releases, Photoshop, Affiliate Marketing, Customer Segmentation, Marketing Metrics, Media Relations, Growth Hacking, Marketing Analytics, Google Analytics, Google Ads, Campaign Management"
CP0439,Marketing - Product Marketing Manager,Marketing,Product Marketing Manager,"Blogging, Product Positioning, Marketing Analytics, Mailchimp, Marketing Strategy, Copywriting, Brand Management, Customer Retention, Competitive Analysis, SEM"
CP0440,Finance - Portfolio Manager,Finance,Portfolio Manager,"Investment Management, Derivatives, Insurance Planning, Mergers & Acquisitions, Hedge Funds, Estate Planning, Accounting, Quantitative Analysis, GAAP, CFA, Series 63, Python for Finance"
CP0441,Computer Science - AI Research Scientist,Computer Science,AI Research Scientist,"RESTful APIs, Git, System Design, Spark, Blockchain, TensorFlow, Networking, CSS, HTML, Scrum, DevOps, Penetration Testing, Object-Oriented Programming, Django, Hadoop, Azure, Spring, PyTorch"
CP0442,Marketing - Digital Marketing Specialist,Marketing,Digital Marketing Specialist,"HubSpot, Competitive Analysis, Copywriting, Influencer Marketing, Marketing ROI, Conversion Rate Optimization, Video Marketing, Mailchimp, Public Relations, CRM"
CP0443,Finance - Financial Advisor,Finance,Financial Advisor,"Excel, VBA, Fixed Income, Bloomberg Terminal, IFRS, Due Diligence, Credit Analysis, Wealth Management, Portfolio Management, Quantitative Analysis, Retirement Planning"
CP0444,Healthcare - Physical Therapist,Healthcare,Physical Therapist,"Therapy, Anatomy, Diagnostic Testing, Wellness, Rehabilitation, HIPAA, Surgical Procedures, Epidemiology, Medical Terminology, Medical Coding, Oncology, Geriatrics, Medical Records"
CP0445,Finance - Portfolio Manager,Finance,Portfolio Manager,"CFA, Financial Analysis, Credit Analysis, Investment Management, Risk Assessment, Series 63, Private Equity, Financial Modeling, Mergers & Acquisitions, Accounting, Fixed Income, Valuation, Wealth Management, Forecasting, FINRA, Excel, Capital Markets"
CP0446,Finance - Hedge Fund Analyst,Finance,Hedge Fund Analyst,"Hedge Funds, Accounting, STATA, Forecasting, Financial Analysis, Financial Modeling, Financial Statements, Retirement Planning, Risk Assessment, FINRA, IFRS, Private Equity, Mergers & Acquisitions, Bloomberg Terminal, Tax Planning, Algorithmic Trading, Derivatives, Equity Research, Portfolio Management"
CP0447,Marketing - Content Strategist,Marketing,Content Strategist,"Marketing Metrics, Conversion Rate Optimization, Copywriting, Buffer, Competitive Analysis, SEO, Mobile Marketing, Social Media Strategy, HubSpot, Canva, SEM, Press Releases, WordPress, Product Positioning"
CP0448,Computer Science - Software Engineer,Computer Science,Software Engineer,"Agile, Data Visualization, Flask, Kubernetes, Web Development, Sketch, Hadoop, iOS, Cloud Computing, System Design, Scikit-learn, Unity, Networking, CI/CD, Linux, Natural Language Processing, Figma, Spark, Adobe XD, Functional Programming"
CP0449,Finance - Auditor,Finance,Auditor,"Forecasting, Budgeting, Estate Planning, Quantitative Analysis, VBA, Python for Finance, Financial Statements, IPOs, IFRS, R Programming"
CP0450,Marketing - Marketing Analyst,Marketing,Marketing Analyst,"Content Marketing, Google Ads, Hootsuite, Illustrator, Mobile Marketing, A/B Testing, Copywriting, Campaign Management, Blogging, Marketing Analytics, Social Media Strategy, Growth Hacking, Content Strategy"
CP0451,Healthcare - Healthcare Administrator,Healthcare,Healthcare Administrator,"Healthcare IT, Epidemiology, Cardiology, Medication Administration, Healthcare Regulations, Healthcare Management, Diagnostic Testing, Oncology, Surgical Procedures, Medical Terminology, Wound Care, HIPAA, CPT Codes, Medical Billing, Pediatrics, Mental Health, Electronic Health Records, Patient Assessment"
CP0452,Finance - Risk Manager,Finance,Risk Manager,"Excel, Financial Modeling, STATA, Financial Analysis, Equity Research, Hedge Funds, Quantitative Analysis, R Programming, Valuation, Risk Assessment, Series 63, Algorithmic Trading"
CP0453,Healthcare - Dentist,Healthcare,Dentist,"Clinical Experience, Medical Terminology, Mental Health, Laboratory Procedures, Orthopedics, Therapy, Oncology, Emergency Medicine, Medical Records, Healthcare Management, Patient Care"
CP0454,Computer Science - Cybersecurity Analyst,Computer Science,Cybersecurity Analyst,"System Design, Functional Programming, Vue.js, CI/CD, HTML, Data Visualization, Linux, Responsive Design, Azure, Agile, Flask, UX Design, SQL"
CP0455,Computer Science - Embedded Systems Developer,Computer Science,Embedded Systems Developer,"Mobile Development, Docker, Scikit-learn, Security, Networking, Unreal Engine, AR/VR, Penetration Testing, Test-Driven Development, Game Development, NoSQL, JavaScript, Python, Node.js"
CP0456,Computer Science - AI Research Scientist,Computer Science,AI Research Scientist,"PyTorch, Python, System Design, DevOps, Scrum, Object-Oriented Programming, Swift, Mobile Development, C#, Git, Java, Kotlin, RESTful APIs, JavaScript, Natural Language Processing, iOS"
CP0457,Healthcare - Dentist,Healthcare,Dentist,"Treatment Planning, Medical Diagnosis, Patient Care, Diagnostic Testing, Wound Care, Vital Signs, Physiology, Epidemiology, Laboratory Procedures, ICD-10, Anatomy, Wellness, Patient Education, Geriatrics"
CP0458,Marketing - Brand Manager,Marketing,Brand Manager,"User Acquisition, Photoshop, Blogging, WordPress, Press Releases, Content Marketing, Affiliate Marketing, Hootsuite, Digital Marketing, Conversion Rate Optimization, Growth Hacking, Google Analytics, Competitive Analysis, Marketing Strategy, Marketing Metrics, Illustrator"
CP0459,Marketing - Public Relations Manager,Marketing,Public Relations Manager,"A/B Testing, Mobile Marketing, Hootsuite, Adobe Creative Suite, Buffer, User Acquisition, Customer Segmentation, Brand Management, WordPress, Illustrator, Public Relations, Digital Marketing"
CP0460,Finance - Compliance Officer,Finance,Compliance Officer,"Loan Underwriting, STATA, Insurance Planning, Algorithmic Trading, Excel, Estate Planning, Python for Finance, Wealth Management, Risk Assessment, Series 7, Valuation, Equity Research, FINRA, Due Diligence, Derivatives, Portfolio Management"
CP0461,Marketing - Product Marketing Manager,Marketing,Product Marketing Manager,"Adobe Creative Suite, Public Relations, A/B Testing, Social Media Marketing, Marketo, Illustrator, Content Creation, Marketing Analytics, Hootsuite, Google Ads, Marketing Metrics"
CP0462,Healthcare - Pharmacist,Healthcare,Pharmacist,"Laboratory Procedures, Pediatrics, Cardiology, Oncology, Medical Billing, Medical Records, Patient Care, Physiology, Treatment Planning, Nutrition, Diagnostic Testing, Wellness, Vital Signs, Health Policy, Medical Diagnosis, Care Planning, Orthopedics"
CP0463,Marketing - Public Relations Manager,Marketing,Public Relations Manager,"Email Marketing, Public Relations, Media Relations, Canva, Video Marketing, Google Ads, Marketing Metrics, Marketing Analytics, Buffer, Mailchimp, A/B Testing, Illustrator, Campaign Management, SEM, Facebook Ads"
CP0464,Finance - Hedge Fund Analyst,Finance,Hedge Fund Analyst,"R Programming, Quantitative Analysis, FINRA, VBA, GAAP, IPOs, Equity Research, Capital Markets, Bloomberg Terminal, Estate Planning, Accounting"
CP0465,Computer Science - AI Research Scientist,Computer Science,AI Research Scientist,"Spark, Microservices, Cloud Computing, Spring, Express.js, RESTful APIs, Linux, PyTorch, Big Data, Mobile Development"
CP0466,Computer Science - Cloud Architect,Computer Science,Cloud Architect,"Sketch, Spring, Python, Kubernetes, Ethical Hacking, Microservices, Adobe XD, Mobile Development, Cybersecurity, GraphQL, CI/CD, Java, Penetration Testing, C++, C#, Security"
CP0467,Healthcare - Physical Therapist,Healthcare,Physical Therapist,"Infection Control, Clinical Trials, Electronic Health Records, Care Planning, HIPAA, CPT Codes, Health Policy, Public Health, Emergency Medicine, Medical Billing, Mental Health, Rehabilitation, Oncology, Pathology, Laboratory Procedures"
CP0468,Computer Science - Data Scientist,Computer Science,Data Scientist,"Figma, AR/VR, Ethical Hacking, PyTorch, Azure, Spark, Kotlin, Flask, SQL, CSS, Deep Learning"
CP0469,Computer Science - Mobile App Developer,Computer Science,Mobile App Developer,"System Design, Python, UI Design, CSS, HTML, RESTful APIs, Blockchain, SQL, Adobe XD, CI/CD, PyTorch, Ethical Hacking, Networking, Vue.js, Android, Data Analysis, Unity, NoSQL"
CP0470,Computer Science - Cloud Architect,Computer Science,Cloud Architect,"Android, Angular, SQL, Microservices, Data Analysis, Swift, NoSQL, Unreal Engine, CI/CD, CSS, Node.js, JavaScript"
CP0471,Computer Science - AI Research Scientist,Computer Science,AI Research Scientist,"iOS, Security, Java, Python, UI Design, Hadoop, Vue.js, Swift, Sketch, CI/CD, Game Development"
CP0472,Marketing - Public Relations Manager,Marketing,Public Relations Manager,"Marketo, Video Marketing, Content Strategy, Marketing ROI, Market Research, Adobe Creative Suite, Affiliate Marketing, Public Relations, Marketing Strategy, Photoshop, Growth Hacking, WordPress, Social Media Strategy, Hootsuite, Lead Generation"
CP0473,Finance - Auditor,Finance,Auditor,"IPOs, Estate Planning, Excel, Regulatory Compliance, Portfolio Management, Retirement Planning, Bloomberg Terminal, SAS, Fixed Income, Forecasting, Quantitative Analysis, Financial Statements, IFRS, Series 63"
CP0474,Computer Science - Data Scientist,Computer Science,Data Scientist,"Scrum, SQL, AWS, GraphQL, Unity, Computer Vision, PyTorch, C#, Data Analysis, Kotlin, Kubernetes, Express.js, Swift, Game Development"
CP0475,Marketing - Product Marketing Manager,Marketing,Product Marketing Manager,"Affiliate Marketing, Canva, Content Creation, CRM, Market Research, Marketing Strategy, WordPress, SEO, Customer Segmentation, Blogging, Mobile Marketing, Competitive Analysis, Content Marketing, Illustrator"
CP0476,Healthcare - Physical Therapist,Healthcare,Physical Therapist,"Oncology, ICD-10, Wellness, Medical Research, Physiology, Geriatrics, Mental Health, Medical Coding, Epidemiology, Rehabilitation, Medical Billing, Pathology, Public Health, Medical Records, Orthopedics, Wound Care, Health Policy, Clinical Trials, Medical Terminology"
CP0477,Marketing - SEO Specialist,Marketing,SEO Specialist,"Product Positioning, WordPress, Blogging, Mailchimp, SEO, Customer Segmentation, Conversion Rate Optimization, Canva, User Acquisition, CRM"
CP0478,Marketing - Brand Manager,Marketing,Brand Manager,"Customer Segmentation, Brand Management, Social Media Strategy, Adobe Creative Suite, Campaign Management, Digital Marketing, Illustrator, Content Marketing, Mobile Marketing, CRM, Marketing Automation, Facebook Ads, Marketing Metrics, Media Relations, Influencer Marketing"
CP0479,Computer Science - Machine Learning Engineer,Computer Science,Machine Learning Engineer,"Node.js, Angular, Penetration Testing, Responsive Design, Sketch, Functional Programming, Cybersecurity, Windows Server, Test-Driven Development, Java, React.js, Git, Unity"
CP0480,Marketing - Growth Hacker,Marketing,Growth Hacker,"HubSpot, A/B Testing, SEO, WordPress, Marketo, Campaign Management, Brand Management, Customer Retention, Social Media Marketing, Customer Segmentation, User Acquisition, Conversion Rate Optimization, Content Strategy, Marketing Automation, Blogging, Google Ads, Mailchimp"
CP0481,Computer Science - UI/UX Designer,Computer Science,UI/UX Designer,"Docker, PyTorch, Swift, Security, GraphQL, HTML, Java, Angular, iOS, Deep Learning, Object-Oriented Programming, Unity, RESTful APIs, C++, SQL, Azure, Sketch, Git, Express.js, Microservices"
CP0482,Finance - Quantitative Analyst,Finance,Quantitative Analyst,"Quantitative Analysis, Mergers & Acquisitions, IFRS, Accounting, Financial Modeling, Python for Finance, Due Diligence, STATA, Wealth Management, Financial Statements, Algorithmic Trading, CFA, Retirement Planning, GAAP, Risk Assessment, Hedge Funds, Forecasting, IPOs, Valuation, Equity Research"
CP0483,Marketing - Campaign Manager,Marketing,Campaign Manager,"Content Strategy, Marketing Metrics, SEM, SEO, Digital Marketing, Customer Segmentation, Video Marketing, User Acquisition, Social Media Strategy, Influencer Marketing"
CP0484,Computer Science - Frontend Developer,Computer Science,Frontend Developer,"Flask, Python, DevOps, RESTful APIs, Spring, C#, Natural Language Processing, Adobe XD, JavaScript, Hadoop, Networking, AR/VR, Object-Oriented Programming, Kubernetes, Sketch, iOS, Cloud Computing, AWS, Security"
CP0485,Computer Science - Backend Developer,Computer Science,Backend Developer,"Test-Driven Development, TensorFlow, GraphQL, RESTful APIs, Big Data, System Design, Penetration Testing, React.js, JavaScript, PyTorch, Scikit-learn, C#, UI Design, C++, Deep Learning, Blockchain, CI/CD, Mobile Development, Python, Agile"
CP0486,Computer Science - Mobile App Developer,Computer Science,Mobile App Developer,"Android, HTML, React.js, Functional Programming, Swift, UI Design, Spark, JavaScript, AR/VR, RESTful APIs, Kotlin, Flask, Data Visualization, Hadoop, Docker, UX Design, Test-Driven Development, CSS, GraphQL"
